Time,X1_um,Y1_um,Z1_um,X2_um,Y2_um,Z2_um
0.853,2404.15004570213,-5699.08623288402,-2404.15004570212,-1781.37887278987,-6139.47683965398,1781.37887278989
0.856,2413.66922034973,-5718.24633551068,-2413.66922034973,-1786.50638397748,-6161.74181620779,1786.50638397748
0.86,2426.37248670055,-5743.78216916034,-2426.37248670055,-1793.33023998284,-6191.4343526673,1793.33023998286
0.863,2435.90820819304,-5762.92581020087,-2435.90820819304,-1798.43851098416,-6213.7081728874,1798.43851098418
0.866,2445.45101683455,-5782.06238752594,-2445.45101683454,-1803.5385338552,-6235.98577307202,1803.53853385522
0.87,2458.18578162151,-5807.56682688866,-2458.1857816215,-1810.32573150834,-6265.69510937185,1810.32573150835
0.873,2467.74511676593,-5826.6869018087,-2467.74511676592,-1815.40650330762,-6287.9815057171,1815.40650330764
0.876,2477.31153033059,-5845.79989553025,-2477.31153033058,-1820.47902232399,-6310.27166166158,1820.479022324
0.88,2490.07775475912,-5871.27286290356,-2490.07775475911,-1827.22954094647,-6339.99770728918,1827.22954094648
0.883,2499.66067443436,-5890.36931345142,-2499.66067443436,-1832.28279806425,-6362.29661186181,1832.28279806426
0.886,2509.2506637795,-5909.45866533932,-2509.25066377949,-1837.32779777161,-6384.5992556569,1837.32779777162
0.89,2522.04830895919,-5934.90008311665,-2522.04830895918,-1844.0416167968,-6414.34192004885,1844.04161679681
0.893,2531.65478397231,-5953.97285111261,-2531.65478397231,-1849.06734383741,-6436.65326491299,1849.06734383743
0.896,2541.26831988344,-5973.03850300876,-2541.26831988344,-1854.08480886527,-6458.9683286114,1854.08480886528
0.9,2554.09734682815,-5998.44829367965,-2554.09734682815,-1860.76190783829,-6488.72752115366,1860.76190783832
0.903,2563.72734791445,-6017.49732101615,-2563.72734791444,-1865.76008948997,-6511.05123833551,1865.76008948999
0.906,2573.36440110536,-6036.53921483464,-2573.36440110534,-1870.75000455172,-6533.37865395214,1870.75000455174
0.91,2586.22477073336,-6061.91730098501,-2586.22477073334,-1877.3903631296,-6563.15428398029,1877.39036312962
0.913,2595.87826855643,-6080.94252962679,-2595.87826855642,-1882.36098416447,-6585.49030546838,1882.36098416449
0.916,2605.53880966924,-6099.96060735411,-2605.53880966923,-1887.32333405743,-6607.83000498049,1887.32333405744
0.92,2618.43048280329,-6125.30691166642,-2618.43048280328,-1893.92693200911,-6637.62198178006,1893.92693200912
0.923,2628.10744795518,-6144.30828365075,-2628.10744795517,-1898.86997728328,-6659.97023952543,1898.8699772833
0.926,2637.79144756049,-6163.30248734597,-2637.79144756048,-1903.80474688873,-6682.32215487285,1903.80474688874
0.93,2650.71438492799,-6188.61693259951,-2650.71438492799,-1910.37156409515,-6712.13038767954,1910.37156409516
0.933,2660.41478792928,-6207.59439003631,-2660.41478792927,-1915.28701854871,-6734.49081359594,1915.28701854872
0.936,2670.12221652617,-6226.56466183117,-2670.12221652617,-1920.19419283198,-6756.8548766813,1920.19419283199
0.94,2683.0763787593,-6251.84717090231,-2683.07637875929,-1926.72420928611,-6786.67927468132,1926.72420928612
0.943,2692.80019005907,-6270.80065597437,-2692.80019005907,-1931.61205794323,-6809.05180064546,1931.61205794325
0.946,2702.53101807533,-6289.74693807356,-2702.53101807532,-1936.4916219537,-6831.42794333436,1936.49162195372
0.95,2715.51636571113,-6314.99743393595,-2715.51636571112,-1942.98481776065,-6861.26841566464,1942.98481776066
0.953,2725.26355568724,-6333.9268888991,-2725.26355568724,-1947.84504572959,-6883.65297351634,1947.84504572961
0.957,2738.27070957355,-6359.15492973691,-2738.27070957354,-1954.3124553061,-6913.50464378806,1954.31245530611
0.96,2748.03424695977,-6378.06752930521,-2748.03424695976,-1959.15333997779,-6935.89758338613,1959.1533399778
0.963,2757.80478591883,-6396.97289648843,-2757.80478591882,-1963.98593245095,-6958.29410492858,1963.98593245096
0.967,2770.8430579028,-6422.16879339668,-2770.84305790279,-1970.41648781639,-6988.16169495112,1970.4164878164
0.97,2780.62992344426,-6441.05726485904,-2780.62992344425,-1975.22972667708,-7010.56655048046,1975.2297266771
0.973,2790.42378162174,-6459.9384866648,-2790.42378162173,-1980.03466893108,-7032.97496748038,1980.0346689311
0.977,2803.49313198417,-6485.10216288093,-2803.49313198416,-1986.42835049355,-7062.85838625913,1986.42835049357
0.98,2813.3032958666,-6503.96644869127,-2813.3032958666,-1991.21392887881,-7085.27508946107,1991.21392887882
0.983,2823.12044342694,-6522.82346759549,-2823.12044342693,-1995.99120627446,-7107.69533364896,1995.99120627448
0.987,2836.22083235394,-6547.95484645523,-2836.22083235393,-2002.3479945544,-7137.59449014103,2002.34799455442
0.99,2846.05426469212,-6566.7948891411,-2846.05426469212,-2007.10589788405,-7160.02297272084,2007.10589788406
0.993,2855.89467172878,-6585.62764769351,-2855.89467172878,-2011.85549586647,-7182.45497579114,2011.85549586647
0.997,2869.02605931194,-6610.7266526309,-2869.02605931193,-2018.17537149671,-7212.36977890576,2018.17537149673
1,2878.88273014972,-6629.54239479368,-2878.8827301497,-2022.90558527485,-7234.80997253279,2022.90558527488
